property_code,title,price,description,image_filename,image_path,image_url
AP-03237,ขายหรือให้เช่าคอนโด รอยซ์ ไพรเวท เรสซิเดนซ์ 4 ห้องนอน ใกล้ BTS อโศก,"ราคาขาย: ฿ 69,000,000
ราคาเช่า: ฿ 230,000 / เดือน","ขายคอนโด ขนาด 355 ตารางเมตร, ซึ่งประกอบด้วย 4 ห้องนอน และ 4 ห้องน้ำ ตั้งอยู่ใน คลองเตยเหนือ, วัฒนา.

สาธารณูปโภค ประกอบด้วย: สระว่ายน้ำ, เครื่องปรับอากาศ, ยิม, รปภ. 24 ชม., ที่จอดรถ, สวน, ระเบียง, ห้องอบซาวน่า, พื้นที่สำหรับเด็ก, มุมมองแบบพาโนรามา, ลิฟต์, ตู้เสื้อผ้าบิวท์อิน, รองรับผู้พิการ, ครัวบิวท์อิน และ ห้องทำงาน.
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",AP-03237_04.jpg,images\AP-03237\AP-03237_04.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJmbG9vci1wbGFucy8wMTkxMGI3My1iNTI1LTcyMmQtOTgwOC0xZWYyODRmZmM5NTcvMDE5MTBiNzMtZTI0NS03MTNjLWFhMmEtM2Q4ZTU2ODcwMzZhLmpwZyIsImJyYW5kIjoiZG90cHJvcGVydHkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6NzgwLCJoZWlnaHQiOjUyMCwiZml0IjoiY292ZXIifX19
BSBnSiri,ขาย / ให้เช่า – คอนโดบ้านสิริ 31 3 ห้องนอน / 3 ห้องน้ำ,"ราคาเช่า: ฿ 78,000 / เดือน","🚩 ขาย / ให้เช่า – คอนโดบ้านสิริ 31 (สุขุมวิท ซอย 31)

รายละเอียดทรัพย์
✔️ 3 ห้องนอน / 3 ห้องน้ำ
✔️ พื้นที่ใช้สอย 133 ตร.ม.
✔️ ชั้น 20 | ห้องเลขที่ 47/94
✔️ ที่จอดรถ 2 คัน (ระบบลิฟต์)
✔️ เฟอร์นิเจอร์ครบ พร้อมเข้าอยู่
✔️ เครื่องใช้ไฟฟ้าครบชุด

สิ่งอำนวยความสะดวก
✔️ โถงต้อนรับ
✔️ สระว่ายน้ำ
✔️ ฟิตเนส
✔️ ห้องสมุด
✔️ ห้องอเนกประสงค์
✔️ ห้องจดหมาย
✔️ สวนพักผ่อน
✔️ ระบบคีย์การ์ด
✔️ กล้องวงจรปิด
✔️ ระบบรักษาความปลอดภัยตลอด 24 ชม.

จุดเด่นทำเล
✔️ ใกล้ BTS พร้อมพงษ์ / MRT เพชรบุรี / ทางด่วนเพชรบุรี
✔️ ARL มักกะสัน
✔️ สวนเบญจสิริ
✔️ The EmDistrict, Emporium, Emquartier
✔️ Terminal 21
✔️ รพ. สมิติเวช สุขุมวิท, รพ. เทพธารินทร์, รพ. กรุงเทพ
📍 คลิกดูแผนที่

ราคา
🌟 ขาย: 20,500,000 บาท
| ค่าโอน 50/50)
⭐️ เช่า: 78,000 บาท/เดือน
(สัญญาขั้นต่ำ 1 ปี | ประกัน 2 เดือน | ล่วงหน้า 1 เดือน)
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",BSBnSiri_01.jpg,images\BSBnSiri\BSBnSiri_01.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTYwZjEyLTQxOTktN2JiMC05NjBjLTg1MmVlOTJiNDc0YS8wMTk2MGYxNC1kN2RlLTcyMjQtYTFiMS02NGExNzEyNzAwODEuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjo0OTAsImhlaWdodCI6MzI1LCJmaXQiOiJjb3ZlciJ9fX0=
BSBnSiri,ขาย / ให้เช่า – คอนโดบ้านสิริ 31 3 ห้องนอน / 3 ห้องน้ำ,"ราคาเช่า: ฿ 78,000 / เดือน","🚩 ขาย / ให้เช่า – คอนโดบ้านสิริ 31 (สุขุมวิท ซอย 31)

รายละเอียดทรัพย์
✔️ 3 ห้องนอน / 3 ห้องน้ำ
✔️ พื้นที่ใช้สอย 133 ตร.ม.
✔️ ชั้น 20 | ห้องเลขที่ 47/94
✔️ ที่จอดรถ 2 คัน (ระบบลิฟต์)
✔️ เฟอร์นิเจอร์ครบ พร้อมเข้าอยู่
✔️ เครื่องใช้ไฟฟ้าครบชุด

สิ่งอำนวยความสะดวก
✔️ โถงต้อนรับ
✔️ สระว่ายน้ำ
✔️ ฟิตเนส
✔️ ห้องสมุด
✔️ ห้องอเนกประสงค์
✔️ ห้องจดหมาย
✔️ สวนพักผ่อน
✔️ ระบบคีย์การ์ด
✔️ กล้องวงจรปิด
✔️ ระบบรักษาความปลอดภัยตลอด 24 ชม.

จุดเด่นทำเล
✔️ ใกล้ BTS พร้อมพงษ์ / MRT เพชรบุรี / ทางด่วนเพชรบุรี
✔️ ARL มักกะสัน
✔️ สวนเบญจสิริ
✔️ The EmDistrict, Emporium, Emquartier
✔️ Terminal 21
✔️ รพ. สมิติเวช สุขุมวิท, รพ. เทพธารินทร์, รพ. กรุงเทพ
📍 คลิกดูแผนที่

ราคา
🌟 ขาย: 20,500,000 บาท
| ค่าโอน 50/50)
⭐️ เช่า: 78,000 บาท/เดือน
(สัญญาขั้นต่ำ 1 ปี | ประกัน 2 เดือน | ล่วงหน้า 1 เดือน)
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",BSBnSiri_02.jpg,images\BSBnSiri\BSBnSiri_02.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTYwZjEyLTQxOTktN2JiMC05NjBjLTg1MmVlOTJiNDc0YS8wMTk2MGYxNC1kOGI5LTcyNWUtOWM0OS1iM2ViY2E2N2FkZTEuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
BSBnSiri,ขาย / ให้เช่า – คอนโดบ้านสิริ 31 3 ห้องนอน / 3 ห้องน้ำ,"ราคาเช่า: ฿ 78,000 / เดือน","🚩 ขาย / ให้เช่า – คอนโดบ้านสิริ 31 (สุขุมวิท ซอย 31)

รายละเอียดทรัพย์
✔️ 3 ห้องนอน / 3 ห้องน้ำ
✔️ พื้นที่ใช้สอย 133 ตร.ม.
✔️ ชั้น 20 | ห้องเลขที่ 47/94
✔️ ที่จอดรถ 2 คัน (ระบบลิฟต์)
✔️ เฟอร์นิเจอร์ครบ พร้อมเข้าอยู่
✔️ เครื่องใช้ไฟฟ้าครบชุด

สิ่งอำนวยความสะดวก
✔️ โถงต้อนรับ
✔️ สระว่ายน้ำ
✔️ ฟิตเนส
✔️ ห้องสมุด
✔️ ห้องอเนกประสงค์
✔️ ห้องจดหมาย
✔️ สวนพักผ่อน
✔️ ระบบคีย์การ์ด
✔️ กล้องวงจรปิด
✔️ ระบบรักษาความปลอดภัยตลอด 24 ชม.

จุดเด่นทำเล
✔️ ใกล้ BTS พร้อมพงษ์ / MRT เพชรบุรี / ทางด่วนเพชรบุรี
✔️ ARL มักกะสัน
✔️ สวนเบญจสิริ
✔️ The EmDistrict, Emporium, Emquartier
✔️ Terminal 21
✔️ รพ. สมิติเวช สุขุมวิท, รพ. เทพธารินทร์, รพ. กรุงเทพ
📍 คลิกดูแผนที่

ราคา
🌟 ขาย: 20,500,000 บาท
| ค่าโอน 50/50)
⭐️ เช่า: 78,000 บาท/เดือน
(สัญญาขั้นต่ำ 1 ปี | ประกัน 2 เดือน | ล่วงหน้า 1 เดือน)
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",BSBnSiri_03.jpg,images\BSBnSiri\BSBnSiri_03.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTYwZjEyLTQxOTktN2JiMC05NjBjLTg1MmVlOTJiNDc0YS8wMTk2MGYxNC1kOTAyLTcwNGYtOGI0OS1hNjlmMTQyZDBlMDUuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
8360,ให้เช่าคอนโด เซอร์เคิล คอนโดมิเนียม 2 ห้องนอน ใกล้ Airport Rail Link มักกะสัน,"ราคาเช่า: ฿ 60,000 / เดือน","ให้เช่าคอนโด ขนาด 75 ตารางเมตร, ซึ่งประกอบด้วย 2 ห้องนอน และ 2 ห้องน้ำ ตั้งอยู่ใน มักกะสัน, ราชเทวี.

สาธารณูปโภค ประกอบด้วย: สระว่ายน้ำ, ยิม, รปภ. 24 ชม., ที่จอดรถ, สวน, ระเบียง, ห้องอบซาวน่า, พื้นที่สำหรับเด็ก, พนักงานต้อนรับ, ห้องสมุด, จากุซซี่ และ ห้องทำงาน.
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",8360_01.jpg,images\8360\8360_01.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk1YzFkZS1iNTBkLTdiYmMtYTcwOS1jMzk2NDlmNzJkY2IvNWM0YmEwY2ZiYzc5N2NiNjI4NmNlOTkyN2ZmMmE1ZmE4NmM5MDg3OWYxZDAxODMxODQ0ZGJmOGQxMzVlNDllOS5qcGVnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjo0OTAsImhlaWdodCI6MzI1LCJmaXQiOiJjb3ZlciJ9fX0=
8360,ให้เช่าคอนโด เซอร์เคิล คอนโดมิเนียม 2 ห้องนอน ใกล้ Airport Rail Link มักกะสัน,"ราคาเช่า: ฿ 60,000 / เดือน","ให้เช่าคอนโด ขนาด 75 ตารางเมตร, ซึ่งประกอบด้วย 2 ห้องนอน และ 2 ห้องน้ำ ตั้งอยู่ใน มักกะสัน, ราชเทวี.

สาธารณูปโภค ประกอบด้วย: สระว่ายน้ำ, ยิม, รปภ. 24 ชม., ที่จอดรถ, สวน, ระเบียง, ห้องอบซาวน่า, พื้นที่สำหรับเด็ก, พนักงานต้อนรับ, ห้องสมุด, จากุซซี่ และ ห้องทำงาน.
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",8360_02.jpg,images\8360\8360_02.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk1YzFkZS1iNTBkLTdiYmMtYTcwOS1jMzk2NDlmNzJkY2IvMTFkYmZlNGFmNzc0Y2ZiNWFiMGFkYjY2MzllN2Y2ZTQyMWI0NTZjMTk4ZjMzMzJjNTAxOTllNTMxZjU0YmI5My5qcGVnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
8360,ให้เช่าคอนโด เซอร์เคิล คอนโดมิเนียม 2 ห้องนอน ใกล้ Airport Rail Link มักกะสัน,"ราคาเช่า: ฿ 60,000 / เดือน","ให้เช่าคอนโด ขนาด 75 ตารางเมตร, ซึ่งประกอบด้วย 2 ห้องนอน และ 2 ห้องน้ำ ตั้งอยู่ใน มักกะสัน, ราชเทวี.

สาธารณูปโภค ประกอบด้วย: สระว่ายน้ำ, ยิม, รปภ. 24 ชม., ที่จอดรถ, สวน, ระเบียง, ห้องอบซาวน่า, พื้นที่สำหรับเด็ก, พนักงานต้อนรับ, ห้องสมุด, จากุซซี่ และ ห้องทำงาน.
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",8360_03.jpg,images\8360\8360_03.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk1YzFkZS1iNTBkLTdiYmMtYTcwOS1jMzk2NDlmNzJkY2IvOWE2ZTAzZmY2YTNhNWM0ZmM4MDQ1NDJiNTVjOTU1ZmFmYjczOTBmNDhlNzY2MjQ1Y2Q2ZmIwM2ZmNWFlYWQ2YS5qcGVnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
A99154,มิวนีค หลังสวน - 3 ห้องนอนสำหรับขายและเช่า,"ราคาขาย: ฿ 68,000,000
ราคาเช่า: ฿ 180,000 / เดือน",""" มิวนีค หลังสวน ""
ความงดงามเหนือกาลเวลา ณ สถานที่อันทรงเกียรติที่สุดของกรุงเทพฯ
ที่อยู่อาศัยฟรีข้ามสวนลุมพินี
3 ห้องนอน 3 ห้องน้ำ
พื้นที่ใช้สอย: 123.29 ตร.ม

ราคา: 68,000,000 บาท
ราคาเช่า: 180,000 บาท ต่อเดือน

Contact for more information:
Call/Whatsapp/ แสดงเบอร์โทรศัพท์

Email: สอบถามรายละเอียด
Facebook: @npprealtyandconsultants
Youtube: NPP Realty & Consultants
Website:",A99154_01.jpg,images\A99154\A99154_01.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTQwNzM1LTZjMjQtN2RkNi1iYTE5LTEyYTc4M2NiY2M1NS8wMTk1ZDFlMy1hNzVkLTcwM2EtYTljOS02ODc3MWQ0MTRkYzguanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjo0OTAsImhlaWdodCI6MzI1LCJmaXQiOiJjb3ZlciJ9fX0=
A99154,มิวนีค หลังสวน - 3 ห้องนอนสำหรับขายและเช่า,"ราคาขาย: ฿ 68,000,000
ราคาเช่า: ฿ 180,000 / เดือน",""" มิวนีค หลังสวน ""
ความงดงามเหนือกาลเวลา ณ สถานที่อันทรงเกียรติที่สุดของกรุงเทพฯ
ที่อยู่อาศัยฟรีข้ามสวนลุมพินี
3 ห้องนอน 3 ห้องน้ำ
พื้นที่ใช้สอย: 123.29 ตร.ม

ราคา: 68,000,000 บาท
ราคาเช่า: 180,000 บาท ต่อเดือน

Contact for more information:
Call/Whatsapp/ แสดงเบอร์โทรศัพท์

Email: สอบถามรายละเอียด
Facebook: @npprealtyandconsultants
Youtube: NPP Realty & Consultants
Website:",A99154_02.jpg,images\A99154\A99154_02.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTQwNzM1LTZjMjQtN2RkNi1iYTE5LTEyYTc4M2NiY2M1NS8wMTk1ZDFlMy1hODYyLTczYWUtODZkMC01ZWQxZDNiOGU1NzQuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
A99154,มิวนีค หลังสวน - 3 ห้องนอนสำหรับขายและเช่า,"ราคาขาย: ฿ 68,000,000
ราคาเช่า: ฿ 180,000 / เดือน",""" มิวนีค หลังสวน ""
ความงดงามเหนือกาลเวลา ณ สถานที่อันทรงเกียรติที่สุดของกรุงเทพฯ
ที่อยู่อาศัยฟรีข้ามสวนลุมพินี
3 ห้องนอน 3 ห้องน้ำ
พื้นที่ใช้สอย: 123.29 ตร.ม

ราคา: 68,000,000 บาท
ราคาเช่า: 180,000 บาท ต่อเดือน

Contact for more information:
Call/Whatsapp/ แสดงเบอร์โทรศัพท์

Email: สอบถามรายละเอียด
Facebook: @npprealtyandconsultants
Youtube: NPP Realty & Consultants
Website:",A99154_03.jpg,images\A99154\A99154_03.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTQwNzM1LTZjMjQtN2RkNi1iYTE5LTEyYTc4M2NiY2M1NS8wMTk1ZDFlMy1hOGJlLTczZGYtOTM1Yy0yNWM2MjQwNjY4NWIuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
A99154,มิวนีค หลังสวน - 3 ห้องนอนสำหรับขายและเช่า,"ราคาขาย: ฿ 68,000,000
ราคาเช่า: ฿ 180,000 / เดือน",""" มิวนีค หลังสวน ""
ความงดงามเหนือกาลเวลา ณ สถานที่อันทรงเกียรติที่สุดของกรุงเทพฯ
ที่อยู่อาศัยฟรีข้ามสวนลุมพินี
3 ห้องนอน 3 ห้องน้ำ
พื้นที่ใช้สอย: 123.29 ตร.ม

ราคา: 68,000,000 บาท
ราคาเช่า: 180,000 บาท ต่อเดือน

Contact for more information:
Call/Whatsapp/ แสดงเบอร์โทรศัพท์

Email: สอบถามรายละเอียด
Facebook: @npprealtyandconsultants
Youtube: NPP Realty & Consultants
Website:",A99154_04.jpg,images\A99154\A99154_04.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJmbG9vci1wbGFucy8wMTk0MDczNS02YzI0LTdkZDYtYmExOS0xMmE3ODNjYmNjNTUvMDE5NDA3MzUtNzYwYi03MDdjLWEzYWMtMjk2OTZlZGE4NzVjLnBuZyIsImJyYW5kIjoiZG90cHJvcGVydHkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6NzgwLCJoZWlnaHQiOjUyMCwiZml0IjoiY292ZXIifX19
A99154,มิวนีค หลังสวน - 3 ห้องนอนสำหรับขายและเช่า,"ราคาขาย: ฿ 68,000,000
ราคาเช่า: ฿ 180,000 / เดือน",""" มิวนีค หลังสวน ""
ความงดงามเหนือกาลเวลา ณ สถานที่อันทรงเกียรติที่สุดของกรุงเทพฯ
ที่อยู่อาศัยฟรีข้ามสวนลุมพินี
3 ห้องนอน 3 ห้องน้ำ
พื้นที่ใช้สอย: 123.29 ตร.ม

ราคา: 68,000,000 บาท
ราคาเช่า: 180,000 บาท ต่อเดือน

Contact for more information:
Call/Whatsapp/ แสดงเบอร์โทรศัพท์

Email: สอบถามรายละเอียด
Facebook: @npprealtyandconsultants
Youtube: NPP Realty & Consultants
Website:",A99154_05.jpg,images\A99154\A99154_05.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJmbG9vci1wbGFucy8wMTk0MDczNS02YzI0LTdkZDYtYmExOS0xMmE3ODNjYmNjNTUvMDE5NWQxZTQtNjRhNi03MmI3LWExMzItMjg4YmFjYmZjOGJjLmpwZyIsImJyYW5kIjoiZG90cHJvcGVydHkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6NzgwLCJoZWlnaHQiOjUyMCwiZml0IjoiY292ZXIifX19
BS28chd,ให้เช่า พร้อมเข้าอยู่ คอนโด 28 ชิดลม 2 ห้องนอน 2 ห้องน้ำ ขนาด 74 ตรม.,"ราคาเช่า: ฿ 80,000 / เดือน","ให้เช่า พร้อมเข้าอยู่
28 ชิดลม
2 ห้องนอน, 2 ห้องน้ำ, 74 ตร.ม.
ราคา 80,000 บาท/เดือน
สิ่งอำนวยความสะดวกที่ 28 ชิดลม มีที่จอดรถ, เจ้าหน้าที่อำนวยความสะดวก, สวนหย่อม, ห้องออกกำลังกาย, ซาวน่า, ระบบรักษาความปลอดภัย และสระว่ายน้ำ
ทำเลเยี่ยม: ตั้งอยู่บนถนนชิดลม ซึ่งเป็นย่านที่น่าอยู่มากในกรุงเทพฯ
เดินได้: 250 เมตรจากสถานีรถไฟฟ้า BTS ชิดลม และ 180 เมตรจากเซ็นทรัลชิดลม
สิ่งอำนวยความสะดวกใกล้เคียง: ใกล้ห้างสรรพสินค้าชั้นนำ (เซ็นทรัลเอ็มบาสซี, สยามพารากอน, สยามเซ็นเตอร์), โรงพยาบาล (โรงพยาบาลบำรุงราษฎร์), โรงเรียน และอาคารสำนักงาน
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",BS28chd_01.jpg,images\BS28chd\BS28chd_01.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTViYzY5LWI1OTEtNzMzNS04ODBhLWY4YTRhY2Y2YmQ0Ny8wMTk1YmM2YS1hZGExLTczNjctOTBkYi1kMGI3NzFlMDA0OWIuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjo0OTAsImhlaWdodCI6MzI1LCJmaXQiOiJjb3ZlciJ9fX0=
BS28chd,ให้เช่า พร้อมเข้าอยู่ คอนโด 28 ชิดลม 2 ห้องนอน 2 ห้องน้ำ ขนาด 74 ตรม.,"ราคาเช่า: ฿ 80,000 / เดือน","ให้เช่า พร้อมเข้าอยู่
28 ชิดลม
2 ห้องนอน, 2 ห้องน้ำ, 74 ตร.ม.
ราคา 80,000 บาท/เดือน
สิ่งอำนวยความสะดวกที่ 28 ชิดลม มีที่จอดรถ, เจ้าหน้าที่อำนวยความสะดวก, สวนหย่อม, ห้องออกกำลังกาย, ซาวน่า, ระบบรักษาความปลอดภัย และสระว่ายน้ำ
ทำเลเยี่ยม: ตั้งอยู่บนถนนชิดลม ซึ่งเป็นย่านที่น่าอยู่มากในกรุงเทพฯ
เดินได้: 250 เมตรจากสถานีรถไฟฟ้า BTS ชิดลม และ 180 เมตรจากเซ็นทรัลชิดลม
สิ่งอำนวยความสะดวกใกล้เคียง: ใกล้ห้างสรรพสินค้าชั้นนำ (เซ็นทรัลเอ็มบาสซี, สยามพารากอน, สยามเซ็นเตอร์), โรงพยาบาล (โรงพยาบาลบำรุงราษฎร์), โรงเรียน และอาคารสำนักงาน
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",BS28chd_02.jpg,images\BS28chd\BS28chd_02.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTViYzY5LWI1OTEtNzMzNS04ODBhLWY4YTRhY2Y2YmQ0Ny8wMTk1YmM2YS1hZTFkLTcxMWYtOTUxYS05NjUxNmViMmI1NGEuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
BS28chd,ให้เช่า พร้อมเข้าอยู่ คอนโด 28 ชิดลม 2 ห้องนอน 2 ห้องน้ำ ขนาด 74 ตรม.,"ราคาเช่า: ฿ 80,000 / เดือน","ให้เช่า พร้อมเข้าอยู่
28 ชิดลม
2 ห้องนอน, 2 ห้องน้ำ, 74 ตร.ม.
ราคา 80,000 บาท/เดือน
สิ่งอำนวยความสะดวกที่ 28 ชิดลม มีที่จอดรถ, เจ้าหน้าที่อำนวยความสะดวก, สวนหย่อม, ห้องออกกำลังกาย, ซาวน่า, ระบบรักษาความปลอดภัย และสระว่ายน้ำ
ทำเลเยี่ยม: ตั้งอยู่บนถนนชิดลม ซึ่งเป็นย่านที่น่าอยู่มากในกรุงเทพฯ
เดินได้: 250 เมตรจากสถานีรถไฟฟ้า BTS ชิดลม และ 180 เมตรจากเซ็นทรัลชิดลม
สิ่งอำนวยความสะดวกใกล้เคียง: ใกล้ห้างสรรพสินค้าชั้นนำ (เซ็นทรัลเอ็มบาสซี, สยามพารากอน, สยามเซ็นเตอร์), โรงพยาบาล (โรงพยาบาลบำรุงราษฎร์), โรงเรียน และอาคารสำนักงาน
หมายเลขโทรศัพท์: แสดงเบอร์โทรศัพท์",BS28chd_03.jpg,images\BS28chd\BS28chd_03.jpg,https://pix.dotproperty.co.th/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOTViYzY5LWI1OTEtNzMzNS04ODBhLWY4YTRhY2Y2YmQ0Ny8wMTk1YmM2YS1hZjQ4LTcxZjYtYmQ5MS02M2M3Y2ZlNDM4ZGEuanBnIiwiYnJhbmQiOiJkb3Rwcm9wZXJ0eSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjoyNzUsImhlaWdodCI6MTU1LCJmaXQiOiJjb3ZlciJ9fX0=
